"","userId","movieId","rating","timestamp"
"293",4,"1944",3,950323231
"294",4,"1945",4,950323141
"295",4,"1948",4,950323708
"296",4,"1949",5,950322829
"297",4,"1997",5,950323481
"298",4,"2019",4,950324580
"299",4,"2132",5,950322914
"300",4,"2160",4,950323553
"301",4,"2186",4,950323609
"302",4,"2212",4,950323441
"303",4,"2301",3,950322729
"304",4,"2324",5,950324206
"305",4,"2622",4,950324262
"306",4,"2629",4,950324357
"307",4,"2671",4,950324319
"308",4,"2683",1,950322729
"309",4,"2687",5,950324262
"310",4,"2690",4,950324319
"311",4,"2692",4,950322914
"312",4,"2713",2,950324357
"313",4,"2723",2,950324335
"314",4,"2724",3,950324319
"315",4,"2725",5,950324287
"316",4,"2728",5,950323165
"317",4,"2739",5,950323796
"318",4,"2759",3,950324319
"319",4,"2761",4,950323355
"320",4,"2763",4,950324319
"321",4,"2770",4,950324262
"322",4,"2828",2,950324370
"323",4,"2848",4,950322965
"324",4,"2871",3,950323553
"325",4,"2874",4,950323317
"326",4,"2935",4,950323006
"327",4,"2948",3,950323317
"328",4,"2951",3,950323609
"329",4,"2969",4,950323585
"330",4,"2987",5,950324532
"331",4,"3035",5,950323729
"332",4,"3088",5,950323638
"333",4,"3095",5,950323441
"334",4,"3114",5,950323407
"335",4,"3122",5,950324430
"336",4,"3196",5,950322859
"337",4,"3260",4,950323481
"338",4,"3271",3,950322729
"339",4,"5060",5,950323407
"340",5,"1",4,1303501039
"341",5,"63",3,1303501454
"342",5,"110",0.5,1303501027
"343",5,"170",2,1303499098
"344",5,"175",4,1303499848
"345",5,"231",0.5,1303501088
"346",5,"319",1,1303499130
"347",5,"344",1,1303501063
"348",5,"364",3,1303501067
"349",5,"480",3,1303500063
"350",5,"500",0.5,1303501086
"351",5,"588",3.5,1303501048
"352",5,"592",0.5,1303501032
"353",5,"595",4,1303501072
"354",5,"778",4,1303499835
"355",5,"1012",0.5,1303499244
"356",5,"1206",4.5,1303499819
"357",5,"1517",3.5,1303501407
"358",5,"1580",3.5,1303501093
"359",5,"1907",4.5,1303500565
"360",5,"2092",3.5,1303499525
"361",5,"2300",4,1303499140
"362",5,"2316",3.5,1303499415
"363",5,"2427",0.5,1303499066
"364",5,"2485",3,1303500096
"365",5,"2490",0.5,1303499081
"366",5,"2571",1.5,1303501053
"367",5,"2657",5,1303499758
"368",5,"2683",4,1303501422
"369",5,"2687",3.5,1303500744
"370",5,"2762",3.5,1303501080
"371",5,"2792",2,1303499206
"372",5,"2805",2.5,1303499179
"373",5,"2871",1.5,1303499084
"374",5,"2959",1.5,1303501104
"375",5,"3616",3.5,1303500222
"376",5,"3869",2,1303499191
"377",5,"4016",4,1303500821
"378",5,"4018",2.5,1303500213
"379",5,"4168",2.5,1303500195
"380",5,"4306",4,1303500512
"381",5,"4890",3.5,1303499201
"382",5,"5065",1,1303499420
"383",5,"5380",5,1303500762
"384",5,"5481",3.5,1303501438
"385",5,"6377",3.5,1303501244
"386",5,"7046",2.5,1303499512
"387",5,"7375",4,1303500228
"388",5,"8360",4,1303500517
"389",5,"32017",3.5,1303500405
"390",5,"33499",4,1303500204
"391",5,"43930",3,1303500186
"392",5,"44193",3.5,1303500177
"393",5,"45431",4,1303500748
"394",5,"46972",5,1303500388
"395",5,"52975",3.5,1303500834
"396",5,"54259",4,1303499858
"397",5,"56152",4.5,1303499798
"398",5,"59784",3.5,1303500817
"399",5,"60126",4,1303501385
"400",5,"63859",5,1303499888
"401",5,"67408",4.5,1303500804
"402",5,"68793",5,1303500362
"403",5,"68954",5,1303499879
"404",5,"71264",5,1303500727
"405",5,"72737",4.5,1303500318
"406",5,"78637",3.5,1303500906
"407",5,"81847",5,1303500307
"408",6,"480",3.5,1348693770
"409",6,"851",3,1348693323
"410",6,"1073",5,1348693765
"411",6,"1097",4,1348693761
"412",6,"1199",4,1348693919
"413",6,"1223",5,1348693906
"414",6,"1682",4,1348881316
"415",6,"1732",4.5,1348693747
"416",6,"1884",3.5,1348881393
"417",6,"1965",5,1348692303
"418",6,"2205",4,1348693544
"419",6,"2329",5,1348693741
"420",6,"2335",3,1348692322
"421",6,"2572",5,1348693884
"422",6,"2599",4.5,1348693872
"423",6,"2694",3.5,1348693880
"424",6,"2858",5,1348693734
"425",6,"2918",4,1348693730
"426",6,"2959",5,1348881402
"427",6,"3082",4,1348693848
"428",6,"3262",4,1348693273
"429",6,"3897",4,1348693829
"430",6,"4054",3.5,1348693211
"431",6,"4090",4,1348693358
"432",6,"4239",4,1348881216
"433",6,"4369",2.5,1348693820
"434",6,"4728",3,1348693195
"435",6,"4878",4,1348693812
"436",6,"4886",3,1348881259
"437",6,"4963",5,1348693727
"438",6,"5014",4,1348693221
"439",6,"5989",5,1348693810
"440",6,"6377",3.5,1348881243
"441",6,"6711",4,1348881409
"442",6,"6874",5,1348881362
"443",6,"7147",3,1348881276
"444",6,"7361",5,1348881389
"445",6,"7438",5,1348881371
"446",6,"8784",5,1348881415
"447",6,"30810",5,1348693980
"448",6,"33004",5,1348692341
"449",6,"41573",4,1348693455
"450",6,"42002",4,1348693520
"451",6,"44191",3,1348881368
"452",6,"44195",4.5,1348693797
"453",6,"45722",4,1348693793
"454",6,"46578",5,1348881313
"455",6,"46976",5,1348881236
"456",6,"48394",3,1348881319
"457",6,"49272",4,1348693802
"458",6,"55247",4.5,1348694072
"459",6,"55765",5,1348693956
"460",6,"56367",5,1348693782
"461",6,"60069",5,1348693780
"462",6,"66665",5,1348693493
"463",6,"68954",4,1348881432
"464",6,"69122",3,1348693949
"465",6,"72011",4,1348881233
"466",6,"76251",3,1348693953
"467",6,"78039",3,1348693590
"468",6,"94864",4.5,1348693600
"469",7,"10",4,1322062970
"470",7,"32",5,1322058768
"471",7,"47",5,1322062854
"472",7,"70",4.5,1322063954
"473",7,"145",4,1322063997
"474",7,"165",5,1322062886
"475",7,"196",2,1322063845
"476",7,"231",4,1322062919
"477",7,"260",5,1322062772
"478",7,"288",4.5,1322063376
"479",7,"293",4,1322063380
"480",7,"296",3.5,1322062749
"481",7,"316",4,1322062901
"482",7,"344",1,1322062846
"483",7,"356",5,1322062754
"484",7,"367",1,1322062926
"485",7,"377",3.5,1322062833
"486",7,"485",3.5,1322063868
"487",7,"527",2.5,1322058520
"488",7,"541",4,1322063057
"489",7,"546",2.5,1322056604
"490",7,"589",4.5,1322065131
"491",7,"593",5,1322062756
"492",7,"648",3.5,1322062866
"493",7,"673",2.5,1322064247
"494",7,"733",4.5,1322062938
"495",7,"741",3.5,1322064829
"496",7,"780",4,1322062791
"497",7,"858",3.5,1322058410
"498",7,"1036",5,1322063044
"499",7,"1080",5,1322063494
"500",7,"1089",3,1322063354
"501",7,"1127",3,1322063602
"502",7,"1136",5,1322062989
"503",7,"1196",5,1322062818
"504",7,"1198",5,1322062825
"505",7,"1200",5,1322063112
"506",7,"1206",3,1322063399
"507",7,"1208",5,1322063434
"508",7,"1210",5,1322062796
"509",7,"1214",5,1322063041
"510",7,"1221",3.5,1322058496
"511",7,"1222",5,1322063479
"512",7,"1240",5,1322062949
"513",7,"1258",4,1322063438
"514",7,"1291",4,1322063022
"515",7,"1320",4.5,1322063861
"516",7,"1370",4,1322063701
"517",7,"1391",5,1322063573
"518",7,"1407",5,1322063575
"519",7,"1517",4.5,1322063408
"520",7,"1527",4,1322063097
"521",7,"1580",4,1322062909
"522",7,"1610",4.5,1322063464
"523",7,"1676",5,1322063720
"524",7,"1687",4.5,1322056646
"525",7,"1690",5,1322064119
"526",7,"1722",4,1322063974
"527",7,"1732",3.5,1322063537
"528",7,"1747",4,1322064140
"529",7,"1862",2,1322057079
"530",7,"1954",0.5,1322063818
"531",7,"1991",3.5,1322057039
"532",7,"2028",5,1322062892
"533",7,"2115",4.5,1322063485
"534",7,"2161",3.5,1322064222
"535",7,"2167",5,1322064033
"536",7,"2288",3.5,1322056537
"537",7,"2329",5,1322059284
"538",7,"2353",4,1322063748
"539",7,"2467",4,1322065026
"540",7,"2470",3,1322063962
"541",7,"2571",5,1322062812
"542",7,"2617",2.5,1322063594
"543",7,"2628",2.5,1322062956
"544",7,"2672",2.5,1322056727
"545",7,"2683",5,1322063125
"546",7,"2692",4,1322063635
"547",7,"2699",1.5,1322063766
"548",7,"2700",5,1322063566
"549",7,"2701",3,1322064052
"550",7,"2710",3,1322063503
"551",7,"2712",1.5,1322063732
"552",7,"2788",4.5,1322064874
"553",7,"2807",4,1322062710
"554",7,"2890",4,1322063987
"555",7,"2916",3,1322063500
"556",7,"2959",5,1322058885
"557",7,"3033",4,1322064060
"558",7,"3052",4.5,1322063644
"559",7,"3081",4,1322063927
"560",7,"3176",4,1322063881
"561",7,"3253",3.5,1322063936
"562",7,"3275",5,1322064676
"563",7,"3441",3.5,1322056817
"564",7,"3527",3,1322063895
"565",7,"3623",2.5,1322063609
"566",7,"3793",4,1322063109
"567",7,"3977",3.5,1322063618
"568",7,"3994",3.5,1322063915
"569",7,"4011",5,1322063716
"570",7,"4306",3,1322063006
"571",7,"4343",1.5,1322056690
"572",7,"4370",2.5,1322064206
"573",7,"4387",4,1322057289
"574",7,"4553",3.5,1322057354
"575",7,"4878",4,1322063664
"576",7,"4963",4.5,1322063469
"577",7,"4993",3,1322062944
"578",7,"5349",3,1322063461
"579",7,"5378",2.5,1322063672
"580",7,"5418",4,1322063582
"581",7,"5608",2.5,1322064898
"582",7,"5669",4,1322064028
"583",7,"5903",5,1322059187
"584",7,"5952",3,1322062979
"585",7,"6333",4.5,1322063795
"586",7,"6365",3,1322063681
"587",7,"6502",2.5,1322058802
"588",7,"6539",2.5,1322063427
"589",7,"6794",0.5,1322057726
"590",7,"6807",4.5,1322065097
"591",7,"6874",2.5,1322063539
"592",7,"6934",3,1322064177
"593",7,"7153",3,1322063087
"594",7,"7438",2.5,1322063647
"595",7,"8636",2,1322063803
"596",7,"8874",2,1322064664
"597",7,"27611",4.5,1322064733
"598",7,"32587",5,1322058836
"599",7,"33493",3,1322064189
"600",7,"33794",3.5,1322063693
"601",7,"36529",1.5,1322064926
"602",7,"37380",3.5,1322057610
"603",7,"44191",4,1322064165
"604",7,"44665",5,1322059087
"605",7,"47610",4,1322065169
"606",7,"47997",4.5,1322058863
"607",7,"48394",2,1322064702
"608",7,"48774",2.5,1322064811
"609",7,"52281",3.5,1322065088
"610",7,"57532",1.5,1322062605
"611",7,"58559",5,1322058940
"612",7,"59315",2,1322064752
"613",7,"60126",4.5,1322057527
"614",7,"60161",3.5,1322065251
"615",7,"60684",3.5,1322065045
"616",7,"62956",3,1322057926
"617",7,"63113",4,1322057024
"618",7,"67255",3.5,1322064635
"619",7,"68157",2,1322064580
"620",7,"68791",3.5,1322058563
"621",7,"69122",3.5,1322064996
"622",7,"71535",2,1322064722
"623",7,"74458",3.5,1322064784
"624",7,"79008",4,1322064620
"625",7,"79132",2,1322059458
"626",7,"84152",3.5,1322065007
"627",7,"87232",2,1322064955
"628",7,"88744",2,1322059122
"629",7,"90603",3.5,1322058685
"630",8,"1",5,858610933
"631",8,"3",4,858611010
"632",8,"5",3,858611848
"633",8,"25",5,858611295
"634",8,"32",3,858610933
"635",8,"36",5,858612240
"636",8,"52",5,858611682
"637",8,"58",3,858612300
"638",8,"62",4,858611351
"639",8,"86",4,858611885
"640",8,"95",3,858612404
"641",8,"104",3,858611351
"642",8,"107",3,858612128
"643",8,"140",4,858612027
"644",8,"141",3,858610933
"645",8,"260",4,858611469
"646",8,"376",3,858611495
"647",8,"648",5,858610933
"648",8,"673",3,858611190
"649",8,"724",3,858611606
"650",8,"726",5,858611682
"651",8,"731",1,858612008
"652",8,"733",3,858611470
"653",8,"736",3,858610933
"654",8,"766",5,858611946
"655",8,"778",4,858612353
"656",8,"780",4,858610933
"657",8,"783",5,858611101
"658",8,"785",2,858611351
"659",8,"786",3,858611010
"660",8,"788",5,858611351
"661",8,"802",4,858611817
"662",8,"804",4,858611659
"663",8,"805",4,858611606
"664",8,"808",4,858611470
"665",8,"818",3,858611425
"666",8,"832",3,858611351
"667",8,"880",1,858612043
"668",8,"991",5,858611971
"669",8,"1042",5,858611101
"670",8,"1047",4,858611797
"671",8,"1057",3,858611425
"672",8,"1059",4,858611295
"673",8,"1061",4,858611915
"674",8,"1073",5,858611351
"675",8,"1120",5,858611295
"676",8,"1183",1,858611295
"677",8,"1210",5,858611101
"678",8,"1353",2,858611946
"679",8,"1357",3,858611295
"680",8,"1358",5,858611425
"681",8,"1393",5,858611295
"682",8,"1407",5,858611351
"683",8,"1409",3,858611797
"684",8,"1410",5,858611559
"685",8,"1414",3,858611425
"686",8,"1416",4,858611295
"687",8,"1471",5,858611143
"688",8,"1476",5,858611101
"689",9,"3",3,842687044
"690",9,"6",4,842686600
"691",9,"10",3,842686329
"692",9,"14",3,842687061
"693",9,"16",4,842686699
"694",9,"19",2,842686370
"695",9,"21",3,842686387
"696",9,"23",3,842686803
"697",9,"25",4,842686567
"698",9,"32",3,842686434
"699",9,"47",3,842686351
"700",9,"50",2,842686415
"701",9,"52",2,842687080
"702",9,"58",3,842686840
"703",9,"95",3,842686534
"704",9,"110",3,842686309
"705",9,"122",2,842686821
"706",9,"150",4,842686220
"707",9,"153",3,842686249
"708",9,"161",4,842686293
"709",9,"163",3,842686649
"710",9,"165",3,842686248
"711",9,"172",3,842686583
"712",9,"173",2,842686475
"713",9,"185",2,842686329
"714",9,"194",4,842687061
"715",9,"195",1,842687080
"716",9,"198",3,842686901
"717",9,"204",2,842686515
"718",9,"223",4,842686617
"719",9,"227",2,842686664
"720",9,"230",3,842686770
"721",9,"231",4,842686269
"722",9,"235",4,842686515
"723",9,"246",3,842686720
"724",9,"248",2,842686918
"725",9,"253",3,842686329
"726",9,"260",4,842687080
"727",9,"267",1,842687010
"728",9,"281",3,842686788
"729",9,"288",4,842686329
"730",9,"293",4,842686515
"731",9,"296",5,842686221
"732",9,"300",3,842686352
"733",9,"305",2,842686859
"734",9,"315",2,842686474
"735",9,"316",3,842686269
"736",9,"318",3,842686294
"737",9,"319",3,842686788
"738",9,"329",1,842686293
"739",9,"333",3,842686550
"740",9,"337",2,842686474
"741",9,"344",2,842686248
"742",9,"345",2,842686901
"743",9,"348",3,842686664
"744",9,"349",3,842686248
"745",9,"350",2,842686455
"746",9,"353",3,842686550
"747",9,"355",2,842686633
"748",9,"356",3,842686293
"749",9,"357",3,842686455
"750",9,"361",3,842687028
"751",9,"367",3,842686370
"752",9,"368",3,842686567
"753",9,"370",2,842686617
"754",9,"371",2,842686901
"755",9,"372",2,842686803
"756",9,"376",3,842686720
"757",9,"377",3,842686370
"758",9,"380",3,842686221
"759",9,"410",2,842686352
"760",9,"412",2,842686949
"761",9,"415",2,842687044
"762",9,"417",3,842686965
"763",9,"419",2,842686918
"764",9,"427",2,842686859
"765",9,"431",3,842686750
"766",9,"432",2,842686455
"767",9,"434",3,842686293
"768",9,"440",2,842686455
"769",9,"442",3,842686491
"770",9,"454",2,842686329
"771",9,"455",1,842686859
"772",9,"457",3,842686269
"773",9,"466",2,842686678
"774",9,"471",3,842686720
"775",9,"474",3,842686474
"776",9,"475",3,842686878
"777",9,"477",2,842686878
"778",9,"480",3,842686309
"779",9,"481",3,842686965
"780",9,"485",3,842686617
"781",9,"489",2,842686949
"782",9,"494",3,842686822
"783",9,"497",4,842686633
"784",9,"500",3,842686370
"785",9,"508",3,842686534
"786",9,"509",1,842686491
"787",9,"514",2,842687044
"788",9,"515",3,842686601
"789",9,"519",1,842687044
"790",9,"527",3,842686415
"791",9,"532",3,842686788
"792",9,"535",3,842686933
"793",9,"537",2,842686980
"794",9,"539",2,842686415
"795",9,"540",2,842686878
"796",9,"543",2,842686840
"797",9,"555",4,842686633
"798",9,"585",3,842686550
"799",9,"586",2,842686387
"800",9,"587",2,842686387
"801",9,"589",4,842686351
"802",9,"590",3,842686220
"803",9,"592",3,842686219
"804",9,"593",3,842686269
"805",9,"597",1,842686387
"806",9,"610",1,842686736
"807",9,"648",3,842686567
"808",9,"733",3,842686770
"809",9,"784",3,842686965
"810",10,"39",5,1318896763
"811",10,"180",2.5,1318896428
"812",10,"253",4,1318896938
"813",10,"327",2.5,1318896461
"814",10,"356",4,1318897003
"815",10,"480",2,1318897016
"816",10,"934",1,1318896552
"817",10,"1093",4,1318896442
"818",10,"1298",0.5,1318896487
"819",10,"1727",3.5,1318896704
"820",10,"2081",5,1318896908
"821",10,"2146",2,1318896615
"822",10,"2390",4,1318896677
"823",10,"2528",4.5,1318896512
"824",10,"2572",5,1318896778
"825",10,"2581",2,1318896456
"826",10,"3159",3.5,1318896568
"827",10,"3186",3.5,1318896532
"828",10,"3362",4.5,1318896475
"829",10,"4880",4,1318896693
"830",10,"7445",3.5,1318896573
"831",10,"7451",5,1318896800
"832",10,"81591",4,1318896707
"833",11,"1",4,850815810
"834",11,"10",3,850816421
"835",11,"17",3,850815856
"836",11,"19",3,850816476
"837",11,"34",3,850817622
"838",11,"48",2,850816573
"839",11,"107",2,850816521
"840",11,"111",4,850816421
"841",11,"150",4,850815571
"842",11,"153",3,850816035
"843",11,"154",3,850817332
"844",11,"165",3,850817914
"845",11,"260",5,850816371
"846",11,"265",4,850816476
"847",11,"292",4,850815663
"848",11,"306",3,850817371
"849",11,"316",4,850815615
"850",11,"317",2,850816286
"851",11,"329",5,850815615
"852",11,"344",3,850815571
"853",11,"349",4,850815614
"854",11,"350",3,850815810
"855",11,"357",2,850815769
"856",11,"362",3,850816662
"857",11,"364",3,850815719
"858",11,"367",3,850815719
"859",11,"368",3,850816371
"860",11,"370",3,850816662
"861",11,"377",3,850815719
"862",11,"410",3,850817072
"863",11,"420",2,850815810
"864",11,"434",3,850815615
"865",11,"454",3,850815663
"866",11,"480",4,850815615
"867",11,"500",3,850815719
"868",11,"539",3,850815769
"869",11,"541",4,850817145
"870",11,"552",3,850816335
"871",11,"568",3,850817560
"872",11,"586",3,850815810
"873",11,"587",5,850815719
"874",11,"588",4,850816286
"875",11,"589",3,850816207
"876",11,"590",3,850815570
"877",11,"592",3,850816035
"878",11,"593",5,850815615
"879",11,"594",4,850816335
"880",11,"596",3,850816662
"881",11,"597",4,850815719
"882",11,"616",3,850816620
"883",11,"661",3,850816695
"884",11,"720",5,850816371
"885",11,"745",5,850816476
"886",11,"750",3,850817184
"887",11,"788",2,850816573
"888",11,"805",3,850816286
"889",11,"903",3,850818019
"890",11,"904",4,850817403
"891",11,"908",4,850817461
"892",11,"910",3,850817788
"893",11,"912",3,850817114
"894",11,"919",5,850817427
"895",11,"924",5,850817184
"896",11,"969",3,850817495
"897",11,"1019",3,850817715
"898",11,"1023",4,850817560
"899",11,"1028",4,850817788
"900",11,"1035",3,850816620
"901",11,"1036",3,850816237
"902",11,"1073",3,850816286
"903",11,"1079",4,850816573
"904",11,"1080",3,850817072
"905",11,"1082",3,850817495
"906",11,"1084",4,850816476
"907",11,"1086",3,850817972
"908",11,"1097",3,850816476
"909",11,"1127",4,850817788
"910",11,"1136",4,850817072
"911",11,"1148",5,850816620
"912",11,"1193",5,850817686
"913",11,"1196",5,850817222
"914",11,"1198",4,850817183
"915",11,"1199",3,850817294
"916",11,"1200",4,850817750
"917",11,"1206",3,850817822
"918",11,"1210",4,850817332
"919",11,"1214",4,850817822
"920",11,"1219",3,850818019
"921",11,"1220",3,850817750
"922",11,"1240",4,850817686
"923",11,"1269",4,850817788
"924",11,"1278",4,850817623
"925",11,"1282",5,850817560
"926",11,"1291",4,850817623
"927",11,"1356",5,850816807
"928",11,"1374",4,850817584
"929",11,"5060",5,850817750
"930",12,"3",3,1144396293
"931",12,"16",1.5,1144396284
"932",12,"235",3,1144396288
"933",12,"266",4,1144396182
"934",12,"350",1,1144396206
"935",12,"553",3,1144396310
"936",12,"594",4.5,1144396233
"937",12,"708",4,1144396245
"938",12,"750",2.5,1144396215
"939",12,"1080",4,1144396300
"940",12,"1101",4,1144396239
"941",12,"1208",1,1144396200
"942",12,"1225",1,1144396198
"943",12,"1258",2.5,1144396306
"944",12,"1917",2,1144396196
"945",12,"2012",4,1144396262
"946",12,"2174",4,1144396267
"947",12,"2710",4,1144396281
"948",12,"2797",4,1144396274
"949",12,"5952",4,1144396227
"950",13,"20",3.5,1215872228
"951",13,"50",4,1215873838
"952",13,"111",4.5,1215873819
"953",13,"277",3,1215873470
"954",13,"1148",3,1215873857
"955",13,"1213",4,1215873724
"956",13,"1223",3.5,1215873850
"957",13,"1359",4.5,1215873565
"958",13,"1722",2.5,1215873449
"959",13,"1920",3,1215872286
"960",13,"2133",3.5,1215872213
"961",13,"2633",3.5,1215872526
"962",13,"2959",4,1215873716
"963",13,"2991",3.5,1215872232
"964",13,"3082",4,1215873488
"965",13,"3113",2.5,1215872190
"966",13,"4005",3,1215872502
"967",13,"4878",4,1215873678
"968",13,"5424",1.5,1215873070
"969",13,"5879",3,1215872817
"970",13,"8620",5,1215873688
"971",13,"8641",3.5,1215872321
"972",13,"34150",2.5,1215873901
"973",13,"39715",3,1215873894
"974",13,"45662",2.5,1215873918
"975",13,"48394",4,1215873783
"976",13,"52458",4,1215872756
"977",13,"56003",3.5,1215873945
"978",14,"1",4,851766286
"979",14,"3",3,851766337
"980",14,"5",3,851766337
"981",14,"7",3,851766337
"982",14,"17",5,851766287
"983",14,"62",3,851766287
"984",14,"104",3,851766380
"985",14,"141",5,851766287
"986",14,"608",5,851766337
"987",14,"648",3,851766288
"988",14,"719",3,851766490
"989",14,"724",3,851766456
"990",14,"736",3,851766287
"991",14,"761",2,851766490
"992",14,"780",4,851766286
"993",14,"784",2,851766380
"994",14,"786",3,851766380
"995",14,"852",3,851766515
"996",14,"1073",5,851766380
"997",14,"1356",4,851766456
"998",14,"1367",4,851766620
"999",15,"50",5,1447478172
"1000",15,"101",5,1447478451
"1001",15,"235",5,1447478243
"1002",15,"293",5,1447478343
"1003",15,"296",5,1447478367
"1004",15,"533",5,1447478594
"1005",15,"541",5,1447478713
"1006",15,"565",5,1447478473
"1007",15,"841",5,1447479128
"1008",15,"952",5,1447478689
"1009",15,"1136",4,1447478232
"1010",15,"1199",5,1447478200
"1011",15,"1206",5,1447478193
"1012",15,"1258",5,1447479120
"1013",15,"1884",4,1447478219
"1014",15,"1929",5,1447478748
"1015",15,"2174",5,1447478622
"1016",15,"2288",5,1447478326
"1017",15,"2363",5,1447478663
"1018",15,"2395",5,1447478441
"1019",15,"2519",5,1447478275
"1020",15,"2550",5,1447479135
"1021",15,"2644",5,1447478260
"1022",15,"2660",4,1447478335
"1023",15,"2762",4.5,1447478380
